tv_series,tv_seriesLabel,start_year,end_year,subjectLabel
http://www.wikidata.org/entity/Q62670417,The Disappearance of Madeleine McCann,2019,2019,Исчезновение Мэдлин Макканн
http://www.wikidata.org/entity/Q85875488,Seqalu: Formosa 1867,2021,2021,кораблекрушение
http://www.wikidata.org/entity/Q85875488,Seqalu: Formosa 1867,2021,2021,США
http://www.wikidata.org/entity/Q85808569,The Strongest Man in History,2019,2019,силач
http://www.wikidata.org/entity/Q89439238,Eurasia: The Conquest of the East,2003,2003,история Евразии
http://www.wikidata.org/entity/Q64349029,Локи,2021,2023,судьба
http://www.wikidata.org/entity/Q64349029,Локи,2021,2023,предопределение
http://www.wikidata.org/entity/Q85811329,Янг Дилан Тайлера Перри,2020,2025,комедийный хип-хоп
http://www.wikidata.org/entity/Q68799657,"Freddy, leven in de brouwerij",2013,2013,похищение Фредди Хейнекена
http://www.wikidata.org/entity/Q61896199,Girls from Ipanema,2019,2020,ЛГБТ
http://www.wikidata.org/entity/Q85845888,Everything's Gonna Be Okay,2020,2021,ЛГБТ
http://www.wikidata.org/entity/Q85807688,Последний танец (мини-сериал),2020,2020,Чикаго Буллз
http://www.wikidata.org/entity/Q68799657,"Freddy, leven in de brouwerij",2013,2013,Фредди Хайнекен
http://www.wikidata.org/entity/Q79997515,The Cursed,2020,2020,проклятие
http://www.wikidata.org/entity/Q79997515,The Cursed,2020,2020,суеверие
http://www.wikidata.org/entity/Q89439238,Eurasia: The Conquest of the East,2003,2003,Великий шёлковый путь
http://www.wikidata.org/entity/Q65239333,My Holo Love,2020,2020,сильный искусственный интеллект
http://www.wikidata.org/entity/Q63264267,Be Melodramatic,2019,2019,ломтик жизни
http://www.wikidata.org/entity/Q85807688,Последний танец (мини-сериал),2020,2020,Майкл Джордан
http://www.wikidata.org/entity/Q81634406,Hekimoğlu,2019,2021,медицинский диагноз
http://www.wikidata.org/entity/Q85875488,Seqalu: Formosa 1867,2021,2021,Seqalu
http://www.wikidata.org/entity/Q65045955,Saturday Night Politics with Donny Deutsch,2019,2019,политическая система США
http://www.wikidata.org/entity/Q80441874,Koivisto,2019,2020,Мауно Койвисто
http://www.wikidata.org/entity/Q68935698,Горизонты,2019,2019,рэп
http://www.wikidata.org/entity/Q63965736,Блудный сын,2019,2021,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q85875488,Seqalu: Formosa 1867,2021,2021,Rover incident
http://www.wikidata.org/entity/Q79367041,Bronco: Un éxito indomable,2019,2019,Bronco
http://www.wikidata.org/entity/Q89439238,Eurasia: The Conquest of the East,2003,2003,Ай-Ханум
http://www.wikidata.org/entity/Q85875488,Seqalu: Formosa 1867,2021,2021,Цинский Тайвань
http://www.wikidata.org/entity/Q89439238,Eurasia: The Conquest of the East,2003,2003,Греко-буддизм
http://www.wikidata.org/entity/Q85875488,Seqalu: Formosa 1867,2021,2021,Пайвань
http://www.wikidata.org/entity/Q64349029,Локи,2021,2023,временная линия
http://www.wikidata.org/entity/Q85875488,Seqalu: Formosa 1867,2021,2021,Lonc-kjauw
http://www.wikidata.org/entity/Q61126560,Q61126560,2018,2019,Муниципальные выборы в Израиле 2018
http://www.wikidata.org/entity/Q85875488,Seqalu: Formosa 1867,2021,2021,аборигены Тайваня
http://www.wikidata.org/entity/Q87750609,Unsere wunderbaren Jahre,2020,2020,история Германии (1945–90)
http://www.wikidata.org/entity/Q5207322,Da Vinci's City Hall,2005,2006,политика
http://www.wikidata.org/entity/Q5447809,Fight of the Week,1960,1964,бокс
http://www.wikidata.org/entity/Q5178253,Court Martial,1966,1966,Вторая мировая война
http://www.wikidata.org/entity/Q5039372,Caribbean Cops,2008,2008,полиция
http://www.wikidata.org/entity/Q738219,Особо тяжкие преступления,2012,2018,Департамент полиции города Лос-Анджелес
http://www.wikidata.org/entity/Q711371,Top Caster,2006,2006,журналистика
http://www.wikidata.org/entity/Q5455880,Five Daughters,,2010,проституция
http://www.wikidata.org/entity/Q5692785,Heartland,1994,1994,убийство
http://www.wikidata.org/entity/Q5214637,Dan for Mayor,2010,2011,политика
http://www.wikidata.org/entity/Q743334,Прогулки с динозаврами,1999,1999,динозавры
http://www.wikidata.org/entity/Q5472906,Fortunes of War,1987,1987,Вторая мировая война
http://www.wikidata.org/entity/Q5403465,Ethics in America,1988,1989,журналистика
http://www.wikidata.org/entity/Q5403465,Ethics in America,1988,1989,закон
http://www.wikidata.org/entity/Q5403465,Ethics in America,1988,1989,медицина
http://www.wikidata.org/entity/Q5403465,Ethics in America,1988,1989,политика
http://www.wikidata.org/entity/Q5403465,Ethics in America,1988,1989,этика
http://www.wikidata.org/entity/Q5519518,Galápagos,2006,2006,Галапагос
http://www.wikidata.org/entity/Q840837,How to Start Your Own Country,2005,2005,виртуальное государство
http://www.wikidata.org/entity/Q5359579,Монстры внутри меня,2009,2017,инфекционное заболевание
http://www.wikidata.org/entity/Q4940423,Bomb Patrol Afghanistan,2011,2012,United States Navy EOD
http://www.wikidata.org/entity/Q5203371,D.C. Follies,1987,1989,политика
http://www.wikidata.org/entity/Q5535610,Geordie Racer,1988,1988,чтение
http://www.wikidata.org/entity/Q5203453,D.U.I.,2011,2012,полиция
http://www.wikidata.org/entity/Q5132413,Клик,2000,2025,технология
http://www.wikidata.org/entity/Q5459980,Flog It!,2002,2019,антиквариат
http://www.wikidata.org/entity/Q4970173,British Isles – A Natural History,2004,2004,экология
http://www.wikidata.org/entity/Q5030473,Canadian Pickers,2011,2013,антиквариат
http://www.wikidata.org/entity/Q5349898,Eischied,1979,1980,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q808487,Барни Миллер,1975,1982,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q5232232,David Cassidy: Man Undercover,1978,1979,Департамент полиции города Лос-Анджелес
http://www.wikidata.org/entity/Q4970173,British Isles – A Natural History,2004,2004,история жизни на Земле
http://www.wikidata.org/entity/Q5303234,Загрузка. Подлинная история Интернета,2008,2008,Интернет
http://www.wikidata.org/entity/Q5018015,Cajun Pawn Stars,2012,2013,антиквариат
http://www.wikidata.org/entity/Q5629548,HGTV Design Star,2006,2013,ремонт жилища
http://www.wikidata.org/entity/Q4970173,British Isles – A Natural History,2004,2004,Британские острова
http://www.wikidata.org/entity/Q834868,Борджиа,2011,2013,инцест
http://www.wikidata.org/entity/Q735749,Хорнблоуэр,1998,2003,Наполеоновские войны
http://www.wikidata.org/entity/Q5688654,He's the Mayor,1986,1986,политика
http://www.wikidata.org/entity/Q5459672,Flip This House,2005,2009,ремонт жилища
http://www.wikidata.org/entity/Q5459673,Flip That House,2005,2008,ремонт жилища
http://www.wikidata.org/entity/Q787507,Уже можно,2005,2017,переходный возраст
http://www.wikidata.org/entity/Q5185167,Crime 360,2008,2009,детектив
http://www.wikidata.org/entity/Q5185167,Crime 360,2008,2009,преступление
http://www.wikidata.org/entity/Q4907990,Bill Bailey's Birdwatching Bonanza,2010,2010,наблюдение за птицами
http://www.wikidata.org/entity/Q5508017,Full Color Football: The History of the American Football League,2009,2009,американский футбол
http://www.wikidata.org/entity/Q5315383,Dunkirk,2004,2004,Битва за Дюнкерк
http://www.wikidata.org/entity/Q4869869,Battery Park,2000,2000,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q728553,Сообщество,2009,2015,общественный колледж
http://www.wikidata.org/entity/Q5246869,Dear Genevieve,2009,2012,ремонт жилища
http://www.wikidata.org/entity/Q4969160,Brit Cops,2008,2010,полиция
http://www.wikidata.org/entity/Q5179562,Cowboy U,2003,2007,родео
http://www.wikidata.org/entity/Q5174583,Космос: пространство и время,2014,2014,футурология
http://www.wikidata.org/entity/Q5174583,Космос: пространство и время,2014,2014,астрономия
http://www.wikidata.org/entity/Q719920,Доктор Кто: Конфиденциально,2005,2011,Доктор Кто
http://www.wikidata.org/entity/Q5003887,By the Sword Divided,1983,1985,Английская революция
http://www.wikidata.org/entity/Q834868,Борджиа,2011,2013,Борджиа
http://www.wikidata.org/entity/Q766359,Swift Justice,1996,1996,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q5639219,Hail to the Chief,1985,1985,политика
http://www.wikidata.org/entity/Q5247618,Death or Canada,2008,2008,Голод в Ирландии
http://www.wikidata.org/entity/Q4822723,Auschwitz: The Nazis and 'The Final Solution',2005,2005,Холокост
http://www.wikidata.org/entity/Q727196,Рабыня Изаура,1976,1977,рабство
http://www.wikidata.org/entity/Q727196,Рабыня Изаура,1976,1977,аболиционизм
http://www.wikidata.org/entity/Q5201719,Время чести,2008,2014,Вторая мировая война
http://www.wikidata.org/entity/Q5211304,Q5211304,2006,2021,Dallas Cowboys Cheerleaders
http://www.wikidata.org/entity/Q4822723,Auschwitz: The Nazis and 'The Final Solution',2005,2005,Вторая мировая война
http://www.wikidata.org/entity/Q818181,Benson,1979,1986,политика
